,dteday,hr,weekday,cnt_hour,weathersit,cnt_day
3270,2011-05-21,4,Sunday,7,Clear,5805
3271,2011-05-21,5,Sunday,5,Clear,5805
3272,2011-05-21,6,Sunday,28,Clear,5805
3273,2011-05-21,7,Sunday,43,Clear,5805
3274,2011-05-21,8,Sunday,126,Clear,5805
3275,2011-05-21,9,Sunday,225,Clear,5805
3276,2011-05-21,10,Sunday,323,Clear,5805
3277,2011-05-21,11,Sunday,418,Clear,5805
3278,2011-05-21,12,Sunday,493,Clear,5805
3279,2011-05-21,13,Sunday,462,Clear,5805
3280,2011-05-21,14,Sunday,456,Clear,5805
3281,2011-05-21,15,Sunday,506,Clear,5805
3282,2011-05-21,16,Sunday,471,Clear,5805
3283,2011-05-21,17,Sunday,444,Clear,5805
3284,2011-05-21,18,Sunday,444,Clear,5805
3285,2011-05-21,19,Sunday,301,Clear,5805
3286,2011-05-21,20,Sunday,248,Clear,5805
3287,2011-05-21,21,Sunday,227,Clear,5805
3288,2011-05-21,22,Sunday,204,Clear,5805
3289,2011-05-21,23,Sunday,145,Clear,5805
3290,2011-05-22,0,Monday,131,Clear,4660
3291,2011-05-22,1,Monday,98,Clear,4660
3292,2011-05-22,2,Monday,68,Clear,4660
3293,2011-05-22,3,Monday,33,Clear,4660
3294,2011-05-22,4,Monday,12,Clear,4660
3295,2011-05-22,5,Monday,6,Clear,4660
3296,2011-05-22,6,Monday,18,Clear,4660
3297,2011-05-22,7,Monday,40,Clear,4660
3298,2011-05-22,8,Monday,94,Clear,4660
3299,2011-05-22,9,Monday,189,Clear,4660
3300,2011-05-22,10,Monday,305,Clear,4660
3301,2011-05-22,11,Monday,373,Clear,4660
3302,2011-05-22,12,Monday,401,Clear,4660
3303,2011-05-22,13,Monday,455,Clear,4660
3304,2011-05-22,14,Monday,316,Clear,4660
3305,2011-05-22,15,Monday,331,Clear,4660
3306,2011-05-22,16,Monday,273,Clear,4660
3307,2011-05-22,17,Monday,306,Clear,4660
3308,2011-05-22,18,Monday,358,Clear,4660
3309,2011-05-22,19,Monday,300,Clear,4660
3310,2011-05-22,20,Monday,231,Clear,4660
3311,2011-05-22,21,Monday,136,Clear,4660
3312,2011-05-22,22,Monday,121,Clear,4660
3313,2011-05-22,23,Monday,65,Clear,4660
3314,2011-05-23,0,Tuesday,41,Mist,4274
3315,2011-05-23,1,Tuesday,9,Mist,4274
3316,2011-05-23,2,Tuesday,5,Mist,4274
3317,2011-05-23,3,Tuesday,4,Mist,4274
3318,2011-05-23,4,Tuesday,4,Mist,4274
3319,2011-05-23,5,Tuesday,11,Mist,4274
3320,2011-05-23,6,Tuesday,96,Mist,4274
3321,2011-05-23,7,Tuesday,236,Mist,4274
3322,2011-05-23,8,Tuesday,409,Mist,4274
3323,2011-05-23,9,Tuesday,167,Mist,4274
3324,2011-05-23,10,Tuesday,121,Mist,4274
3325,2011-05-23,11,Tuesday,180,Mist,4274
3326,2011-05-23,12,Tuesday,204,Mist,4274
3327,2011-05-23,13,Tuesday,204,Mist,4274
3328,2011-05-23,14,Tuesday,187,Mist,4274
3329,2011-05-23,15,Tuesday,176,Mist,4274
3330,2011-05-23,16,Tuesday,279,Mist,4274
3331,2011-05-23,17,Tuesday,429,Mist,4274
3332,2011-05-23,18,Tuesday,453,Mist,4274
3333,2011-05-23,19,Tuesday,358,Mist,4274
3334,2011-05-23,20,Tuesday,310,Mist,4274
3335,2011-05-23,21,Tuesday,188,Mist,4274
3336,2011-05-23,22,Tuesday,131,Mist,4274
3337,2011-05-23,23,Tuesday,72,Mist,4274
3338,2011-05-24,0,Wednesday,35,Mist,4492
3339,2011-05-24,1,Wednesday,15,Mist,4492
3340,2011-05-24,2,Wednesday,10,Mist,4492
3341,2011-05-24,3,Wednesday,2,Mist,4492
3342,2011-05-24,4,Wednesday,4,Mist,4492
3343,2011-05-24,5,Wednesday,24,Mist,4492
3344,2011-05-24,6,Wednesday,112,Mist,4492
3345,2011-05-24,7,Wednesday,314,Mist,4492
3346,2011-05-24,8,Wednesday,434,Mist,4492
3347,2011-05-24,9,Wednesday,138,Mist,4492
3348,2011-05-24,10,Wednesday,108,Mist,4492
3349,2011-05-24,11,Wednesday,175,Mist,4492
3350,2011-05-24,12,Wednesday,170,Mist,4492
3351,2011-05-24,13,Wednesday,190,Mist,4492
3352,2011-05-24,14,Wednesday,153,Mist,4492
3353,2011-05-24,15,Wednesday,188,Mist,4492
3354,2011-05-24,16,Wednesday,277,Mist,4492
3355,2011-05-24,17,Wednesday,548,Mist,4492
3356,2011-05-24,18,Wednesday,564,Mist,4492
3357,2011-05-24,19,Wednesday,355,Mist,4492
3358,2011-05-24,20,Wednesday,280,Mist,4492
3359,2011-05-24,21,Wednesday,189,Mist,4492
3360,2011-05-24,22,Wednesday,141,Mist,4492
3361,2011-05-24,23,Wednesday,66,Mist,4492
3362,2011-05-25,0,Thursday,35,Clear,4978
3363,2011-05-25,1,Thursday,8,Clear,4978
3364,2011-05-25,2,Thursday,8,Clear,4978
3365,2011-05-25,3,Thursday,9,Clear,4978
3366,2011-05-25,4,Thursday,3,Clear,4978
3367,2011-05-25,5,Thursday,25,Clear,4978
3368,2011-05-25,6,Thursday,117,Clear,4978
3369,2011-05-25,7,Thursday,313,Clear,4978
3370,2011-05-25,8,Thursday,531,Clear,4978
3371,2011-05-25,9,Thursday,234,Clear,4978
3372,2011-05-25,10,Thursday,135,Clear,4978
3373,2011-05-25,11,Thursday,140,Clear,4978
3374,2011-05-25,12,Thursday,210,Clear,4978
3375,2011-05-25,13,Thursday,202,Clear,4978
3376,2011-05-25,14,Thursday,168,Clear,4978
3377,2011-05-25,15,Thursday,182,Clear,4978
3378,2011-05-25,16,Thursday,299,Clear,4978
3379,2011-05-25,17,Thursday,601,Clear,4978
3380,2011-05-25,18,Thursday,517,Clear,4978
3381,2011-05-25,19,Thursday,405,Clear,4978
3382,2011-05-25,20,Thursday,340,Clear,4978
3383,2011-05-25,21,Thursday,236,Clear,4978
3384,2011-05-25,22,Thursday,174,Clear,4978
3385,2011-05-25,23,Thursday,86,Clear,4978
3386,2011-05-26,0,Friday,45,Clear,4677
3387,2011-05-26,1,Friday,16,Clear,4677
3388,2011-05-26,2,Friday,14,Clear,4677
3389,2011-05-26,3,Friday,4,Clear,4677
3390,2011-05-26,4,Friday,2,Clear,4677
3391,2011-05-26,5,Friday,27,Clear,4677
3392,2011-05-26,6,Friday,98,Clear,4677
3393,2011-05-26,7,Friday,286,Clear,4677
3394,2011-05-26,8,Friday,489,Clear,4677
3395,2011-05-26,9,Friday,216,Clear,4677
3396,2011-05-26,10,Friday,143,Clear,4677
3397,2011-05-26,11,Friday,160,Clear,4677
3398,2011-05-26,12,Friday,194,Clear,4677
3399,2011-05-26,13,Friday,197,Clear,4677
3400,2011-05-26,14,Friday,189,Clear,4677
3401,2011-05-26,15,Friday,141,Clear,4677
3402,2011-05-26,16,Friday,291,Clear,4677
3403,2011-05-26,17,Friday,494,Clear,4677
3404,2011-05-26,18,Friday,478,Clear,4677
3405,2011-05-26,19,Friday,378,Clear,4677
3406,2011-05-26,20,Friday,322,Clear,4677
3407,2011-05-26,21,Friday,223,Clear,4677
3408,2011-05-26,22,Friday,180,Clear,4677
3409,2011-05-26,23,Friday,90,Clear,4677
3410,2011-05-27,0,Saturday,69,Clear,4679
3411,2011-05-27,1,Saturday,50,Clear,4679
3412,2011-05-27,2,Saturday,18,Clear,4679
3413,2011-05-27,3,Saturday,12,Clear,4679
3414,2011-05-27,4,Saturday,7,Clear,4679
3415,2011-05-27,5,Saturday,31,Clear,4679
3416,2011-05-27,6,Saturday,81,Clear,4679
3417,2011-05-27,7,Saturday,249,Clear,4679
3418,2011-05-27,8,Saturday,418,Clear,4679
3419,2011-05-27,9,Saturday,227,Clear,4679
3420,2011-05-27,10,Saturday,153,Clear,4679
3421,2011-05-27,11,Saturday,166,Clear,4679
3422,2011-05-27,12,Saturday,243,Clear,4679
3423,2011-05-27,13,Saturday,209,Clear,4679
3424,2011-05-27,14,Saturday,239,Clear,4679
3425,2011-05-27,15,Saturday,356,Clear,4679
3426,2011-05-27,16,Saturday,419,Clear,4679
3427,2011-05-27,17,Saturday,491,Clear,4679
3428,2011-05-27,18,Saturday,399,Clear,4679
3429,2011-05-27,19,Saturday,279,Clear,4679
3430,2011-05-27,20,Saturday,144,Clear,4679
3431,2011-05-27,21,Saturday,151,Clear,4679
3432,2011-05-27,22,Saturday,141,Clear,4679
3433,2011-05-27,23,Saturday,127,Clear,4679
3434,2011-05-28,0,Sunday,94,Clear,4758
3435,2011-05-28,1,Sunday,55,Clear,4758
3436,2011-05-28,2,Sunday,48,Clear,4758
3437,2011-05-28,3,Sunday,15,Clear,4758
3438,2011-05-28,4,Sunday,4,Clear,4758
3439,2011-05-28,5,Sunday,7,Clear,4758
3440,2011-05-28,6,Sunday,19,Clear,4758
3441,2011-05-28,7,Sunday,50,Clear,4758
3442,2011-05-28,8,Sunday,102,Clear,4758
3443,2011-05-28,9,Sunday,177,Clear,4758
3444,2011-05-28,10,Sunday,276,Clear,4758
3445,2011-05-28,11,Sunday,349,Clear,4758
3446,2011-05-28,12,Sunday,358,Clear,4758
3447,2011-05-28,13,Sunday,385,Clear,4758
3448,2011-05-28,14,Sunday,382,Clear,4758
3449,2011-05-28,15,Sunday,374,Clear,4758
3450,2011-05-28,16,Sunday,402,Clear,4758
3451,2011-05-28,17,Sunday,341,Clear,4758
3452,2011-05-28,18,Sunday,385,Clear,4758
3453,2011-05-28,19,Sunday,252,Clear,4758
3454,2011-05-28,20,Sunday,196,Clear,4758
3455,2011-05-28,21,Sunday,201,Clear,4758
3456,2011-05-28,22,Sunday,161,Clear,4758
3457,2011-05-28,23,Sunday,125,Clear,4758
3458,2011-05-29,0,Monday,83,Clear,4788
3459,2011-05-29,1,Monday,66,Clear,4788
3460,2011-05-29,2,Monday,61,Clear,4788
3461,2011-05-29,3,Monday,26,Clear,4788
3462,2011-05-29,4,Monday,23,Clear,4788
3463,2011-05-29,5,Monday,6,Clear,4788
3464,2011-05-29,6,Monday,15,Clear,4788
3465,2011-05-29,7,Monday,30,Clear,4788
3466,2011-05-29,8,Monday,96,Clear,4788
3467,2011-05-29,9,Monday,152,Clear,4788
3468,2011-05-29,10,Monday,251,Clear,4788
3469,2011-05-29,11,Monday,319,Clear,4788
3470,2011-05-29,12,Monday,402,Clear,4788
3471,2011-05-29,13,Monday,418,Clear,4788
3472,2011-05-29,14,Monday,351,Clear,4788
3473,2011-05-29,15,Monday,376,Clear,4788
3474,2011-05-29,16,Monday,361,Clear,4788
3475,2011-05-29,17,Monday,383,Clear,4788
3476,2011-05-29,18,Monday,328,Clear,4788
3477,2011-05-29,19,Monday,287,Clear,4788
3478,2011-05-29,20,Monday,219,Clear,4788
3479,2011-05-29,21,Monday,229,Clear,4788
3480,2011-05-29,22,Monday,171,Clear,4788
3481,2011-05-29,23,Monday,135,Clear,4788
3482,2011-05-30,0,Tuesday,103,Clear,4098
3483,2011-05-30,1,Tuesday,79,Clear,4098
3484,2011-05-30,2,Tuesday,45,Clear,4098
3485,2011-05-30,3,Tuesday,18,Clear,4098
3486,2011-05-30,4,Tuesday,6,Clear,4098
3487,2011-05-30,5,Tuesday,7,Clear,4098
3488,2011-05-30,6,Tuesday,16,Clear,4098
3489,2011-05-30,7,Tuesday,31,Clear,4098
3490,2011-05-30,8,Tuesday,94,Clear,4098
3491,2011-05-30,9,Tuesday,128,Clear,4098
3492,2011-05-30,10,Tuesday,269,Clear,4098
3493,2011-05-30,11,Tuesday,321,Clear,4098
3494,2011-05-30,12,Tuesday,366,Clear,4098
3495,2011-05-30,13,Tuesday,350,Clear,4098
3496,2011-05-30,14,Tuesday,327,Clear,4098
3497,2011-05-30,15,Tuesday,311,Clear,4098
3498,2011-05-30,16,Tuesday,309,Clear,4098
3499,2011-05-30,17,Tuesday,304,Clear,4098
3500,2011-05-30,18,Tuesday,249,Clear,4098
3501,2011-05-30,19,Tuesday,225,Clear,4098
3502,2011-05-30,20,Tuesday,237,Clear,4098
3503,2011-05-30,21,Tuesday,149,Clear,4098
3504,2011-05-30,22,Tuesday,106,Clear,4098
3505,2011-05-30,23,Tuesday,48,Clear,4098
3506,2011-05-31,0,Wednesday,29,Clear,3982
3507,2011-05-31,1,Wednesday,17,Clear,3982
3508,2011-05-31,2,Wednesday,12,Clear,3982
3509,2011-05-31,3,Wednesday,4,Clear,3982
3510,2011-05-31,4,Wednesday,3,Clear,3982
3511,2011-05-31,5,Wednesday,26,Clear,3982
3512,2011-05-31,6,Wednesday,109,Clear,3982
3513,2011-05-31,7,Wednesday,235,Clear,3982
3514,2011-05-31,8,Wednesday,406,Clear,3982
3515,2011-05-31,9,Wednesday,175,Clear,3982
3516,2011-05-31,10,Wednesday,109,Clear,3982
3517,2011-05-31,11,Wednesday,106,Clear,3982
3518,2011-05-31,12,Wednesday,162,Clear,3982
3519,2011-05-31,13,Wednesday,147,Clear,3982
3520,2011-05-31,14,Wednesday,140,Clear,3982
3521,2011-05-31,15,Wednesday,175,Clear,3982
3522,2011-05-31,16,Wednesday,249,Clear,3982
3523,2011-05-31,17,Wednesday,495,Clear,3982
3524,2011-05-31,18,Wednesday,417,Clear,3982
3525,2011-05-31,19,Wednesday,285,Clear,3982
3526,2011-05-31,20,Wednesday,251,Clear,3982
3527,2011-05-31,21,Wednesday,210,Clear,3982
3528,2011-05-31,22,Wednesday,159,Clear,3982
3529,2011-05-31,23,Wednesday,61,Clear,3982
3530,2011-06-01,0,Thursday,34,Mist,3974
3531,2011-06-01,1,Thursday,17,Mist,3974
3532,2011-06-01,2,Thursday,3,Mist,3974
3533,2011-06-01,3,Thursday,6,Mist,3974
3534,2011-06-01,4,Thursday,4,Mist,3974
3535,2011-06-01,5,Thursday,21,Mist,3974
3536,2011-06-01,6,Thursday,128,Mist,3974
3537,2011-06-01,7,Thursday,284,Mist,3974
3538,2011-06-01,8,Thursday,454,Mist,3974
3539,2011-06-01,9,Thursday,207,Mist,3974
3540,2011-06-01,10,Thursday,115,Mist,3974
3541,2011-06-01,11,Thursday,112,Mist,3974
3542,2011-06-01,12,Thursday,169,Mist,3974
3543,2011-06-01,13,Thursday,154,Mist,3974
3544,2011-06-01,14,Thursday,145,Mist,3974
3545,2011-06-01,15,Thursday,152,Mist,3974
3546,2011-06-01,16,Thursday,266,Mist,3974
3547,2011-06-01,17,Thursday,486,Mist,3974
3548,2011-06-01,18,Thursday,309,Mist,3974
3549,2011-06-01,19,Thursday,264,Mist,3974
3550,2011-06-01,20,Thursday,256,Mist,3974
3551,2011-06-01,21,Thursday,190,Mist,3974
3552,2011-06-01,22,Thursday,129,Mist,3974
3553,2011-06-01,23,Thursday,69,Mist,3974
3554,2011-06-02,0,Friday,42,Clear,4968
3555,2011-06-02,1,Friday,15,Clear,4968
3556,2011-06-02,2,Friday,6,Clear,4968
3557,2011-06-02,3,Friday,4,Clear,4968
3558,2011-06-02,4,Friday,3,Clear,4968
3559,2011-06-02,5,Friday,31,Clear,4968
3560,2011-06-02,6,Friday,113,Clear,4968
3561,2011-06-02,7,Friday,304,Clear,4968
3562,2011-06-02,8,Friday,467,Clear,4968
3563,2011-06-02,9,Friday,225,Clear,4968
3564,2011-06-02,10,Friday,139,Clear,4968
3565,2011-06-02,11,Friday,165,Clear,4968
3566,2011-06-02,12,Friday,232,Clear,4968
3567,2011-06-02,13,Friday,203,Clear,4968
3568,2011-06-02,14,Friday,185,Clear,4968
3569,2011-06-02,15,Friday,188,Clear,4968
3570,2011-06-02,16,Friday,318,Clear,4968
3571,2011-06-02,17,Friday,572,Clear,4968
3572,2011-06-02,18,Friday,525,Clear,4968
3573,2011-06-02,19,Friday,379,Clear,4968
3574,2011-06-02,20,Friday,337,Clear,4968
3575,2011-06-02,21,Friday,248,Clear,4968
3576,2011-06-02,22,Friday,155,Clear,4968
3577,2011-06-02,23,Friday,112,Clear,4968
3578,2011-06-03,0,Saturday,68,Clear,5312
3579,2011-06-03,1,Saturday,22,Clear,5312
3580,2011-06-03,2,Saturday,12,Clear,5312
3581,2011-06-03,3,Saturday,5,Clear,5312
3582,2011-06-03,4,Saturday,6,Clear,5312
3583,2011-06-03,5,Saturday,28,Clear,5312
3584,2011-06-03,6,Saturday,106,Clear,5312
3585,2011-06-03,7,Saturday,277,Clear,5312
3586,2011-06-03,8,Saturday,502,Clear,5312
3587,2011-06-03,9,Saturday,230,Clear,5312
3588,2011-06-03,10,Saturday,161,Clear,5312
3589,2011-06-03,11,Saturday,192,Clear,5312
3590,2011-06-03,12,Saturday,259,Clear,5312
3591,2011-06-03,13,Saturday,248,Clear,5312
3592,2011-06-03,14,Saturday,240,Clear,5312
3593,2011-06-03,15,Saturday,212,Clear,5312
3594,2011-06-03,16,Saturday,349,Clear,5312
3595,2011-06-03,17,Saturday,558,Clear,5312
3596,2011-06-03,18,Saturday,564,Clear,5312
3597,2011-06-03,19,Saturday,391,Clear,5312
3598,2011-06-03,20,Saturday,293,Clear,5312
3599,2011-06-03,21,Saturday,247,Clear,5312
3600,2011-06-03,22,Saturday,171,Clear,5312
3601,2011-06-03,23,Saturday,171,Clear,5312
3602,2011-06-04,0,Sunday,93,Clear,5342
3603,2011-06-04,1,Sunday,94,Clear,5342
3604,2011-06-04,2,Sunday,59,Clear,5342
3605,2011-06-04,3,Sunday,18,Clear,5342
3606,2011-06-04,4,Sunday,15,Clear,5342
3607,2011-06-04,5,Sunday,8,Clear,5342
3608,2011-06-04,6,Sunday,28,Clear,5342
3609,2011-06-04,7,Sunday,87,Clear,5342
3610,2011-06-04,8,Sunday,125,Clear,5342
3611,2011-06-04,9,Sunday,224,Clear,5342
3612,2011-06-04,10,Sunday,317,Clear,5342
3613,2011-06-04,11,Sunday,369,Clear,5342
3614,2011-06-04,12,Sunday,420,Clear,5342
3615,2011-06-04,13,Sunday,456,Clear,5342
3616,2011-06-04,14,Sunday,451,Clear,5342
3617,2011-06-04,15,Sunday,404,Clear,5342
3618,2011-06-04,16,Sunday,440,Clear,5342
3619,2011-06-04,17,Sunday,344,Clear,5342
3620,2011-06-04,18,Sunday,341,Clear,5342
3621,2011-06-04,19,Sunday,285,Clear,5342
3622,2011-06-04,20,Sunday,239,Clear,5342
3623,2011-06-04,21,Sunday,185,Clear,5342
3624,2011-06-04,22,Sunday,190,Clear,5342
3625,2011-06-04,23,Sunday,150,Clear,5342
3626,2011-06-05,0,Monday,113,Mist,4906
3627,2011-06-05,1,Monday,96,Mist,4906
3628,2011-06-05,2,Monday,64,Mist,4906
3629,2011-06-05,3,Monday,47,Mist,4906
3630,2011-06-05,4,Monday,12,Mist,4906
3631,2011-06-05,5,Monday,6,Mist,4906
3632,2011-06-05,6,Monday,21,Mist,4906
3633,2011-06-05,7,Monday,27,Mist,4906
3634,2011-06-05,8,Monday,98,Mist,4906
3635,2011-06-05,9,Monday,164,Mist,4906
3636,2011-06-05,10,Monday,251,Mist,4906
3637,2011-06-05,11,Monday,335,Mist,4906
3638,2011-06-05,12,Monday,335,Mist,4906
3639,2011-06-05,13,Monday,367,Mist,4906
3640,2011-06-05,14,Monday,385,Mist,4906
3641,2011-06-05,15,Monday,417,Mist,4906
3642,2011-06-05,16,Monday,398,Mist,4906
3643,2011-06-05,17,Monday,390,Mist,4906
3644,2011-06-05,18,Monday,363,Mist,4906
3645,2011-06-05,19,Monday,357,Mist,4906
3646,2011-06-05,20,Monday,279,Mist,4906
3647,2011-06-05,21,Monday,165,Mist,4906
3648,2011-06-05,22,Monday,130,Mist,4906
3649,2011-06-05,23,Monday,86,Mist,4906
3650,2011-06-06,0,Tuesday,29,Clear,4548
3651,2011-06-06,1,Tuesday,14,Clear,4548
3652,2011-06-06,2,Tuesday,8,Clear,4548
3653,2011-06-06,3,Tuesday,5,Clear,4548
3654,2011-06-06,4,Tuesday,8,Clear,4548
3655,2011-06-06,5,Tuesday,31,Clear,4548
3656,2011-06-06,6,Tuesday,112,Clear,4548
3657,2011-06-06,7,Tuesday,299,Clear,4548
3658,2011-06-06,8,Tuesday,438,Clear,4548
3659,2011-06-06,9,Tuesday,188,Clear,4548
3660,2011-06-06,10,Tuesday,95,Clear,4548
3661,2011-06-06,11,Tuesday,111,Clear,4548
3662,2011-06-06,12,Tuesday,153,Clear,4548
3663,2011-06-06,13,Tuesday,180,Clear,4548
3664,2011-06-06,14,Tuesday,145,Clear,4548
3665,2011-06-06,15,Tuesday,165,Clear,4548
3666,2011-06-06,16,Tuesday,267,Clear,4548
3667,2011-06-06,17,Tuesday,579,Clear,4548
3668,2011-06-06,18,Tuesday,556,Clear,4548
3669,2011-06-06,19,Tuesday,407,Clear,4548
3670,2011-06-06,20,Tuesday,336,Clear,4548
3671,2011-06-06,21,Tuesday,189,Clear,4548
3672,2011-06-06,22,Tuesday,173,Clear,4548
3673,2011-06-06,23,Tuesday,60,Clear,4548
3674,2011-06-07,0,Wednesday,20,Clear,4833
3675,2011-06-07,1,Wednesday,4,Clear,4833
3676,2011-06-07,2,Wednesday,5,Clear,4833
3677,2011-06-07,3,Wednesday,2,Clear,4833
3678,2011-06-07,4,Wednesday,5,Clear,4833
3679,2011-06-07,5,Wednesday,32,Clear,4833
3680,2011-06-07,6,Wednesday,126,Clear,4833
3681,2011-06-07,7,Wednesday,334,Clear,4833
3682,2011-06-07,8,Wednesday,477,Clear,4833
3683,2011-06-07,9,Wednesday,217,Clear,4833
3684,2011-06-07,10,Wednesday,123,Clear,4833
3685,2011-06-07,11,Wednesday,151,Clear,4833
3686,2011-06-07,12,Wednesday,183,Clear,4833
3687,2011-06-07,13,Wednesday,196,Clear,4833
3688,2011-06-07,14,Wednesday,146,Clear,4833
3689,2011-06-07,15,Wednesday,183,Clear,4833
3690,2011-06-07,16,Wednesday,308,Clear,4833
3691,2011-06-07,17,Wednesday,539,Clear,4833
3692,2011-06-07,18,Wednesday,551,Clear,4833
3693,2011-06-07,19,Wednesday,424,Clear,4833
3694,2011-06-07,20,Wednesday,346,Clear,4833
3695,2011-06-07,21,Wednesday,218,Clear,4833
3696,2011-06-07,22,Wednesday,153,Clear,4833
3697,2011-06-07,23,Wednesday,90,Clear,4833
3698,2011-06-08,0,Thursday,41,Clear,4401
3699,2011-06-08,1,Thursday,23,Clear,4401
3700,2011-06-08,2,Thursday,7,Clear,4401
3701,2011-06-08,3,Thursday,3,Clear,4401
3702,2011-06-08,4,Thursday,6,Clear,4401
3703,2011-06-08,5,Thursday,21,Clear,4401
3704,2011-06-08,6,Thursday,116,Clear,4401
3705,2011-06-08,7,Thursday,353,Clear,4401
3706,2011-06-08,8,Thursday,481,Clear,4401
3707,2011-06-08,9,Thursday,202,Clear,4401
3708,2011-06-08,10,Thursday,90,Clear,4401
3709,2011-06-08,11,Thursday,134,Clear,4401
3710,2011-06-08,12,Thursday,149,Clear,4401
3711,2011-06-08,13,Thursday,136,Clear,4401
3712,2011-06-08,14,Thursday,155,Clear,4401
3713,2011-06-08,15,Thursday,128,Clear,4401
3714,2011-06-08,16,Thursday,233,Clear,4401
3715,2011-06-08,17,Thursday,506,Clear,4401
3716,2011-06-08,18,Thursday,459,Clear,4401
3717,2011-06-08,19,Thursday,384,Clear,4401
3718,2011-06-08,20,Thursday,280,Clear,4401
3719,2011-06-08,21,Thursday,202,Clear,4401
3720,2011-06-08,22,Thursday,176,Clear,4401
3721,2011-06-08,23,Thursday,116,Clear,4401
3722,2011-06-09,0,Friday,47,Mist,3915
3723,2011-06-09,1,Friday,16,Mist,3915
3724,2011-06-09,2,Friday,6,Mist,3915
3725,2011-06-09,3,Friday,2,Mist,3915
3726,2011-06-09,4,Friday,6,Mist,3915
3727,2011-06-09,5,Friday,20,Mist,3915
3728,2011-06-09,6,Friday,118,Mist,3915
3729,2011-06-09,7,Friday,314,Mist,3915
3730,2011-06-09,8,Friday,432,Mist,3915
3731,2011-06-09,9,Friday,168,Mist,3915
3732,2011-06-09,10,Friday,94,Mist,3915
3733,2011-06-09,11,Friday,118,Mist,3915
3734,2011-06-09,12,Friday,140,Mist,3915
3735,2011-06-09,13,Friday,136,Mist,3915
3736,2011-06-09,14,Friday,118,Mist,3915
3737,2011-06-09,15,Friday,104,Mist,3915
3738,2011-06-09,16,Friday,200,Mist,3915
3739,2011-06-09,17,Friday,409,Mist,3915
3740,2011-06-09,18,Friday,466,Mist,3915
3741,2011-06-09,19,Friday,326,Mist,3915
3742,2011-06-09,20,Friday,254,Mist,3915
3743,2011-06-09,21,Friday,171,Mist,3915
3744,2011-06-09,22,Friday,153,Mist,3915
3745,2011-06-09,23,Friday,97,Mist,3915
3746,2011-06-10,0,Saturday,69,Clear,4586
3747,2011-06-10,1,Saturday,23,Clear,4586
3748,2011-06-10,2,Saturday,13,Clear,4586
3749,2011-06-10,3,Saturday,6,Clear,4586
3750,2011-06-10,4,Saturday,4,Clear,4586
3751,2011-06-10,5,Saturday,28,Clear,4586
3752,2011-06-10,6,Saturday,104,Clear,4586
3753,2011-06-10,7,Saturday,267,Clear,4586
3754,2011-06-10,8,Saturday,452,Clear,4586
3755,2011-06-10,9,Saturday,213,Clear,4586
3756,2011-06-10,10,Saturday,111,Clear,4586
3757,2011-06-10,11,Saturday,153,Clear,4586
3758,2011-06-10,12,Saturday,207,Clear,4586
3759,2011-06-10,13,Saturday,189,Clear,4586
3760,2011-06-10,14,Saturday,165,Clear,4586
3761,2011-06-10,15,Saturday,212,Clear,4586
3762,2011-06-10,16,Saturday,285,Clear,4586
3763,2011-06-10,17,Saturday,517,Clear,4586
3764,2011-06-10,18,Saturday,463,Clear,4586
3765,2011-06-10,19,Saturday,306,Clear,4586
3766,2011-06-10,20,Saturday,250,Clear,4586
3767,2011-06-10,21,Saturday,218,Clear,4586
3768,2011-06-10,22,Saturday,185,Clear,4586
3769,2011-06-10,23,Saturday,146,Clear,4586
3770,2011-06-11,0,Sunday,117,Clear,4966
3771,2011-06-11,1,Sunday,77,Clear,4966
3772,2011-06-11,2,Sunday,60,Clear,4966
3773,2011-06-11,3,Sunday,28,Clear,4966
3774,2011-06-11,4,Sunday,13,Clear,4966
3775,2011-06-11,5,Sunday,16,Clear,4966
3776,2011-06-11,6,Sunday,40,Clear,4966
3777,2011-06-11,7,Sunday,68,Clear,4966
3778,2011-06-11,8,Sunday,143,Clear,4966
3779,2011-06-11,9,Sunday,230,Clear,4966
3780,2011-06-11,10,Sunday,264,Clear,4966
3781,2011-06-11,11,Sunday,325,Clear,4966
3782,2011-06-11,12,Sunday,347,Clear,4966
3783,2011-06-11,13,Sunday,387,Clear,4966
3784,2011-06-11,14,Sunday,380,Clear,4966
3785,2011-06-11,15,Sunday,374,Clear,4966
3786,2011-06-11,16,Sunday,394,Clear,4966
3787,2011-06-11,17,Sunday,337,Clear,4966
3788,2011-06-11,18,Sunday,286,Clear,4966
3789,2011-06-11,19,Sunday,264,Clear,4966
3790,2011-06-11,20,Sunday,275,Clear,4966
3791,2011-06-11,21,Sunday,220,Clear,4966
3792,2011-06-11,22,Sunday,190,Clear,4966
3793,2011-06-11,23,Sunday,131,Clear,4966
3794,2011-06-12,0,Monday,119,Clear,4460
3795,2011-06-12,1,Monday,93,Clear,4460
3796,2011-06-12,2,Monday,66,Clear,4460
3797,2011-06-12,3,Monday,28,Clear,4460
3798,2011-06-12,4,Monday,14,Clear,4460
3799,2011-06-12,5,Monday,10,Clear,4460
3800,2011-06-12,6,Monday,14,Clear,4460
3801,2011-06-12,7,Monday,34,Clear,4460
3802,2011-06-12,8,Monday,92,Clear,4460
3803,2011-06-12,9,Monday,182,Clear,4460
3804,2011-06-12,10,Monday,311,Clear,4460
3805,2011-06-12,11,Monday,367,Clear,4460
3806,2011-06-12,12,Monday,420,Clear,4460
